Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Signamax,FO-065-73FXSM20MG,100BaseFX/OC-3/STM-1 SFP Mod., $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,FO-065-73FXSM20MG-H,100BaseFX/OC-3/STM-1 SFP Mod., $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,FO-065-73FXSM40MG,100BaseFX/OC-3/STM-1 SFP Mod., $220.00 , $102.30 ,54%, $119.65 ,46%, $120.55 ,US,1 Year
Signamax,FO-065-73FXSM80MG,100BaseFX/OC-3/STM-1 SFP Mod., $390.00 , $181.35 ,54%, $212.11 ,46%, $213.71 ,US,1 Year
Signamax,FO-065-73-MWA15,100BaseFX WDM SFP Tx 1310nm, $167.00 , $77.66 ,54%, $90.82 ,46%, $91.51 ,US,1 Year
Signamax,FO-065-73-MWB15,100BaseFX WDM SFP Tx 1550nm, $175.00 , $81.38 ,54%, $95.18 ,46%, $95.89 ,US,1 Year
Signamax,FO-065-73TXMG,10/100BaseT/TX, $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,FO-065-7405AC1FXSCTB,4-Pt 10/100+ 1 100FX SC/MM QoS, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,FO-065-7405AC1FXSMTB,4-Pt 10/100+ 1 100FX SC/SM QoS, $320.00 , $148.80 ,54%, $174.04 ,46%, $175.35 ,US,1 Year
Signamax,FO-065-7405ACTB,5-Pt 10/100T/TX DIN-mt QoS, $160.00 , $74.40 ,54%, $87.02 ,46%, $87.68 ,US,1 Year
Signamax,FO-065-7407GPOEP,5-Pt 10/100/1000 4 PoE+ DIN-mt, $900.00 , $418.50 ,54%, $489.47 ,46%, $493.17 ,US,1 Year
Signamax,FO-065-74082FXSMTB,6-10/100T/TX+2-100FXSMSC DIN," $1,800.00 ", $837.00 ,54%, $978.95 ,46%, $986.34 ,US,1 Year
Signamax,FO-065-74084FXTB,4-10/100T/TX + 4-100FXMMSC DIN," $1,840.00 ", $855.60 ,54%," $1,000.70 ",46%," $1,008.26 ",US,1 Year
Signamax,FO-065-7410GPOEP,8-Pt 10/100/1000 8 PoE+ DIN-mt," $1,100.00 ", $511.50 ,54%, $598.25 ,46%, $602.77 ,US,1 Year
Signamax,FO-065-7706HPOEP,4 port 10/100BaseT/TX PoE+plus," $2,700.00 "," $1,255.50 ",54%," $1,468.42 ",46%," $1,479.52 ",US,1 Year
Signamax,FO-065-7708G2SFPTB,6 port 10/100/1000BaseT/TX +," $2,300.00 "," $1,069.50 ",54%," $1,250.88 ",46%," $1,260.33 ",US,1 Year
Signamax,FO-065-7708GTB,8 port 10/100/1000BaseT/TX," $1,100.00 ", $511.50 ,54%, $598.25 ,46%, $602.77 ,US,1 Year
Signamax,FO-065-7708HRM,"19"" rack mounting hardware for", $70.00 , $32.55 ,54%, $38.07 ,46%, $38.36 ,US,1 Year
Signamax,FO-065-7710HPOEP,8 port 10/100BaseT/TX PoE+plus," $3,100.00 "," $1,441.50 ",54%," $1,685.96 ",46%," $1,698.71 ",US,1 Year
Signamax,FO-065-7712HPOEP,8 port 10/100BaseT/TX PoE+plus," $3,160.00 "," $1,469.40 ",54%," $1,718.60 ",46%," $1,731.58 ",US,1 Year
Signamax,FO-065-7714GPOEP,8 prt 10/100/1000BaseT/TX PoE+," $5,700.00 "," $2,650.50 ",54%," $3,100.00 ",46%," $3,123.43 ",US,1 Year
Signamax,FO-065-7714HDINMT,DIN-rail mount for 065-7714H, $30.00 , $13.95 ,54%, $16.32 ,46%, $16.44 ,US,1 Year
Signamax,FO-065-7714HPANELMT,Panel mount for 065-7714H, $24.00 , $11.16 ,54%, $13.05 ,46%, $13.15 ,US,1 Year
Signamax,FO-065-7714HRACKMT,"19"" rack mount for 065-7714H", $50.00 , $23.25 ,54%, $27.19 ,46%, $27.40 ,US,1 Year
Signamax,FO-065-7714HSFPTB,12-Port 10/100T/TX + 2 Gig SFP," $1,460.00 ", $678.90 ,54%, $794.04 ,46%, $800.04 ,US,1 Year
Signamax,FO-065-77344DMR,24 port 10/100BaseT/TX + 4 prt," $3,300.00 "," $1,534.50 ",54%," $1,794.74 ",46%," $1,808.30 ",US,1 Year
Signamax,FO-065-77344TR,24 port 10/100BaseT/TX plus," $2,400.00 "," $1,116.00 ",54%," $1,305.26 ",46%," $1,315.13 ",US,1 Year
Signamax,FO-065-7734FSFPR,24 100Base SFP Ports Mngd Swch," $3,500.00 "," $1,627.50 ",54%," $1,903.51 ",46%," $1,917.89 ",US,1 Year
Signamax,FO-065-7861POE-FP,26-Pt FP Gig PoE+ Swch with 24," $2,080.00 ", $967.20 ,54%," $1,131.23 ",46%," $1,139.78 ",US,1 Year
Signamax,FO-065-7880,28-pt Mgd Sw - 24 10/1001000," $2,200.00 "," $1,023.00 ",54%," $1,196.49 ",46%," $1,205.53 ",US,1 Year
Signamax,FO-065-7890FSFPDP,28-pt Mgd Sw - 24 100/1000Base," $3,200.00 "," $1,488.00 ",54%," $1,740.35 ",46%," $1,753.50 ",US,1 Year
Signamax,FO-065-791000TMG,1000BaseT, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,FO-065-791000TTXMG,10/100/1000BaseT/TX, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,FO-065-79EZXMG,1000BaseEZX SFP Module 1550nm," $1,560.00 ", $725.40 ,54%, $848.42 ,46%, $854.83 ,US,1 Year
Signamax,FO-065-79EZXMG-H,1000BaseLX Hrd 110km 1550nm," $1,560.00 ", $725.40 ,54%, $848.42 ,46%, $854.83 ,US,1 Year
Signamax,FO-065-79LX1WDMA1550,1000BaseLX WDM SFP Tx 1310nm, $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,FO-065-79LX1WDMB1550,1000BaseLX WDM SFP Tx 1550nm, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,FO-065-79LX2WDMA1550,1000BaseLX WDM SFP Tx 1310nm, $300.00 , $139.50 ,54%, $163.16 ,46%, $164.39 ,US,1 Year
Signamax,FO-065-79LX2WDMB1550,1000BaseLX WDM SFP Tx 1550nm, $430.00 , $199.95 ,54%, $233.86 ,46%, $235.63 ,US,1 Year
Signamax,FO-065-79LX4WDMA1550,1000BaseLX WDM SFP Tx 1310nm, $645.00 , $299.93 ,54%, $350.79 ,46%, $353.44 ,US,1 Year
Signamax,FO-065-79LX4WDMB1550,1000BaseLX WDM SFP Tx 1550nm, $645.00 , $299.93 ,54%, $350.79 ,46%, $353.44 ,US,1 Year
Signamax,FO-065-79LX6WDMA1550,1000BaseLX WDM SFP Tx 1310nm, $705.00 , $327.83 ,54%, $383.42 ,46%, $386.32 ,US,1 Year
Signamax,FO-065-79LX6WDMB1550,1000BaseLX WDM SFP Tx 1550nm, $705.00 , $327.83 ,54%, $383.42 ,46%, $386.32 ,US,1 Year
Signamax,FO-065-79LXCWDMA1490,1000BaseLX CWDM SFP Tx 1310nm, $495.00 , $230.18 ,54%, $269.21 ,46%, $271.24 ,US,1 Year
Signamax,FO-065-79LXCWDMB1490,1000BaseLX CWDM SFP Tx 1490nm, $890.00 , $413.85 ,54%, $484.04 ,46%, $487.69 ,US,1 Year
Signamax,FO-065-79LXEDMG,1000BaseLX SFP (Mini-GBIC), $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FO-065-79LXEDMG-H,1000BaseLX Hrd 40km 1310nm, $540.00 , $251.10 ,54%, $293.68 ,46%, $295.90 ,US,1 Year
Signamax,FO-065-79LXEWDMA1490,1000BaseLX CWDM SFP Tx 1310nm, $540.00 , $251.10 ,54%, $293.68 ,46%, $295.90 ,US,1 Year
Signamax,FO-065-79LXEWDMB1490,1000BaseLX CWDM SFP Tx 1490nm, $930.00 , $432.45 ,54%, $505.79 ,46%, $509.61 ,US,1 Year
Signamax,FO-065-79LXMG,1000BaseLX SFP (Mini-GBIC), $220.00 , $102.30 ,54%, $119.65 ,46%, $120.55 ,US,1 Year
Signamax,FO-065-79LXMGD,1000BaseLX SFP w/diags. SM/LC, $350.00 , $162.75 ,54%, $190.35 ,46%, $191.79 ,US,1 Year
Signamax,FO-065-79LXMG-H,1000BaseLX Hrd 10km, $360.00 , $167.40 ,54%, $195.79 ,46%, $197.27 ,US,1 Year
Signamax,FO-065-79SXEDMG,1000BaseSX SFP (Mini-GBIC), $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,FO-065-79SXEDMG-H,1000BaseSX Hrd 2km MM 1310nm, $410.00 , $190.65 ,54%, $222.98 ,46%, $224.67 ,US,1 Year
Signamax,FO-065-79SXMG,1000BaseSX SFP (Mini-GBIC), $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,FO-065-79SXMGD,1000BaseSX SFP w/diags..MM/LC, $210.00 , $97.65 ,54%, $114.21 ,46%, $115.07 ,US,1 Year
Signamax,FO-065-79SXMG-H,1000BaseSX Hardened, $300.00 , $139.50 ,54%, $163.16 ,46%, $164.39 ,US,1 Year
Signamax,FO-065-79XDMG,1000BaseXD SFP Module 1550nm," $1,200.00 ", $558.00 ,54%, $652.63 ,46%, $657.56 ,US,1 Year
Signamax,FO-065-79XDMG-H,1000BaseLX Hrd 40km 1550nm," $1,200.00 ", $558.00 ,54%, $652.63 ,46%, $657.56 ,US,1 Year
Signamax,FO-065-79ZXMG,1000BaseZX SFP Module 1550nm," $1,400.00 ", $651.00 ,54%, $761.40 ,46%, $767.16 ,US,1 Year
Signamax,FO-065-79ZXMG-H,1000BaseZX Hrd 80km 1550nm," $1,300.00 ", $604.50 ,54%, $707.02 ,46%, $712.36 ,US,1 Year
Signamax,FO-065-80ADAC10M,10GbE SFP+ Active Direct, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,FO-065-80ADAC7M,10GbE SFP+ Active Direct, $330.00 , $153.45 ,54%, $179.47 ,46%, $180.83 ,US,1 Year
Signamax,FO-065-80LR10G10KM,10 GbE LR SFP+ Module w/DDM," $1,100.00 ", $511.50 ,54%, $598.25 ,46%, $602.77 ,US,1 Year
Signamax,FO-065-80PDAC1M,10GbE SFP+ Passive Direct, $100.00 , $46.50 ,54%, $54.39 ,46%, $54.80 ,US,1 Year
Signamax,FO-065-80PDAC3M,10GbE SFP+ Passive Direct, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,FO-065-80PDAC5M,10GbE SFP+ Passive Direct, $210.00 , $97.65 ,54%, $114.21 ,46%, $115.07 ,US,1 Year
Signamax,FO-065-80PDAC7M,10GbE SFP+ Passive Direct, $300.00 , $139.50 ,54%, $163.16 ,46%, $164.39 ,US,1 Year
Signamax,FO-065-80SR10G300M,10 GbE SR SFP+ Module w/DDM, $550.00 , $255.75 ,54%, $299.12 ,46%, $301.38 ,US,1 Year
Signamax,FO-065-82LR10G10KM,10 GbE LR XFP Module w/DDM," $1,600.00 ", $744.00 ,54%, $870.18 ,46%, $876.75 ,US,1 Year
Signamax,FO-065-82LR10G40KM,10 GbE LR XFP Module w/DDM," $5,100.00 "," $2,371.50 ",54%," $2,773.68 ",46%," $2,794.64 ",US,1 Year
Signamax,FO-065-82SR10G300M,10 GbE SR XFP Module w/DDM," $1,200.00 ", $558.00 ,54%, $652.63 ,46%, $657.56 ,US,1 Year
Signamax,FO-065-8425SM20KM,2.5 Gb SFP Module SM/LC, $300.00 , $139.50 ,54%, $163.16 ,46%, $164.39 ,US,1 Year
Signamax,FO-098-1100FLCR,"100BaseFX Fiber NIC, REALTEK", $210.00 , $97.65 ,54%, $114.21 ,46%, $115.07 ,US,1 Year
Signamax,FO-098-1100FLPBRACK,Low profile bracket for, $6.80 , $3.16 ,54%, $3.70 ,46%, $3.73 ,US,1 Year
Signamax,FO-098-1100FMT,100BaseFX PCI Fiber Card, $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,FO-098-1100FMTR,100BaseFX PCI Fiber Card, $210.00 , $97.65 ,54%, $114.21 ,46%, $115.07 ,US,1 Year
Signamax,FO-098-1100FMTRDM,10/100BaseT/TX / 100BaseFX, $168.00 , $78.12 ,54%, $91.37 ,46%, $92.06 ,US,1 Year
Signamax,FO-098-1100FSCR,100BaseFX PCI Fiber Card, $138.00 , $64.17 ,54%, $75.05 ,46%, $75.62 ,US,1 Year
Signamax,FO-098-1100FSCRDM,10/100BaseT/TX / 100BaseFX, $200.00 , $93.00 ,54%, $108.77 ,46%, $109.59 ,US,1 Year
Signamax,FO-098-1100FSMR,100BaseFX PCI Fiber Card, $398.00 , $185.07 ,54%, $216.46 ,46%, $218.09 ,US,1 Year
Signamax,FO-098-1100FSTR,100BaseFX PCI Fiber Card, $138.00 , $64.17 ,54%, $75.05 ,46%, $75.62 ,US,1 Year
Signamax,FO-098-1100FSTRDM,10/100BaseT/TX / 100BaseFX, $200.00 , $93.00 ,54%, $108.77 ,46%, $109.59 ,US,1 Year
Signamax,FO-1185FAN,Spare Individual Fan Assembly, $22.00 , $10.23 ,54%, $11.96 ,46%, $12.06 ,US,1 Year
Signamax,FO-AC-1100UK,UK power supply for 065-11xx, $12.33 , $5.73 ,54%, $6.70 ,46%, $6.75 ,US,1 Year
Signamax,FO-AC-1185,Spare Redundant Power Supply, $198.00 , $92.07 ,54%, $107.68 ,46%, $108.50 ,US,1 Year
Signamax,FO-AC-1185-HP,065-1185-HP High Power Spare, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,FO-AC30010,Console cable for C-300 Series, $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FO-AC-7007A,Pwr Supply for 065-7007A/7012A, $30.00 , $13.95 ,54%, $16.32 ,46%, $16.44 ,US,1 Year
Signamax,FO-AM30010,Rack Mount Kit for C-300, $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FO-AM30020,Rack Mount Kit for SC30050, $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FO-AM30030,Rack Mount Kit for C-30060, $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FO-DC-1824-120W,Industrial 24V DC Power Supply, $260.00 , $120.90 ,54%, $141.40 ,46%, $142.47 ,US,1 Year
Signamax,FO-DC-1824-30W,Industrial 24V DC Power Supply, $125.00 , $58.13 ,54%, $67.98 ,46%, $68.50 ,US,1 Year
Signamax,FO-DC-1848-120W,Indust 48V DC DIN-mt Pwr Suply, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,FO-DC-1848-240W,Indust 48V DC DIN-mt Pwr Suply, $750.00 , $348.75 ,54%, $407.89 ,46%, $410.98 ,US,1 Year
Signamax,FO-DC-1848-480W,Indust 48V DC DIN-mt Pwr Suply," $1,000.00 ", $465.00 ,54%, $543.86 ,46%, $547.97 ,US,1 Year
Signamax,FO-DC-1848-75W,Indust 48V DC DIN-mt Pwr Suply, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,FO-SC30010,C-300 48 Port Gigabit Managed," $1,000.00 ", $465.00 ,54%, $543.86 ,46%, $547.97 ,US,1 Year
Signamax,FO-SC30020,C-300 24 Port Gigabit PoE+Full," $1,200.00 ", $558.00 ,54%, $652.63 ,46%, $657.56 ,US,1 Year
Signamax,FO-SC30030,C-300 24 Port Gigabit PoE+, $900.00 , $418.50 ,54%, $489.47 ,46%, $493.17 ,US,1 Year
Signamax,FO-SC30040,C-300 24 Port Gigabit Managed, $600.00 , $279.00 ,54%, $326.32 ,46%, $328.78 ,US,1 Year
Signamax,FO-SC30050,C-300 8 Port Gigabit PoE+, $600.00 , $279.00 ,54%, $326.32 ,46%, $328.78 ,US,1 Year
Signamax,FO-SC30060,C-300 8 Port Gigabit Managed, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,FPC12-LC05-02,LC OM2 Connector 12-Pack, $252.00 , $117.18 ,54%, $137.05 ,46%, $138.09 ,US,1 Year
Signamax,FPC12-LC06-02,LC OM1 Connector 12-Pack, $252.00 , $117.18 ,54%, $137.05 ,46%, $138.09 ,US,1 Year
Signamax,FPC12-LC09-02,LC SM UPC Connector 12-Pack, $288.00 , $133.92 ,54%, $156.63 ,46%, $157.82 ,US,1 Year
Signamax,FPC12-LC51-02,LC OM3 Connector 12-Pack, $247.20 , $114.95 ,54%, $134.44 ,46%, $135.46 ,US,1 Year
Signamax,FPC12-SC05-02,SC OM2 Connector 12-Pack, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,FPC12-SC06-02,SC OM1 Connector 12-Pack, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,FPC12-SC09-02,SC SM UPC Connector 12-Pack, $254.40 , $118.30 ,54%, $138.36 ,46%, $139.40 ,US,1 Year
Signamax,FPC12-SC51-02,SC OM3 Connector 12-Pack, $243.60 , $113.27 ,54%, $132.48 ,46%, $133.49 ,US,1 Year
Signamax,FPC12-SCAA-02,SC SM APC Connector 12PK Angle, $264.00 , $122.76 ,54%, $143.58 ,46%, $144.66 ,US,1 Year
Signamax,FPC-JIG-02-LC,LC Connector Assembly Jig, $12.00 , $5.58 ,54%, $6.53 ,46%, $6.58 ,US,1 Year
Signamax,FPC-JIG-02-SC,SC Connector Assembly Jig, $12.00 , $5.58 ,54%, $6.53 ,46%, $6.58 ,US,1 Year
Signamax,FPC-LC05,"LC Connector, 50-µm MM for", $23.30 , $10.83 ,54%, $12.67 ,46%, $12.77 ,US,1 Year
Signamax,FPC-LC06,"LC Connector, 62.5-µm MM for", $23.30 , $10.83 ,54%, $12.67 ,46%, $12.77 ,US,1 Year
Signamax,FPC-LC09,"LC Connector, 9-µm SM for", $34.60 , $16.09 ,54%, $18.82 ,46%, $18.96 ,US,1 Year
Signamax,FPC-LC51,"LC Connector, 50-µm LO MM for", $24.50 , $11.39 ,54%, $13.32 ,46%, $13.43 ,US,1 Year
Signamax,FPC-SC05,"SC Connector, 50-µm MM for", $21.10 , $9.81 ,54%, $11.48 ,46%, $11.56 ,US,1 Year
Signamax,FPC-SC06,"SC Connector, 6.25-µm MM for", $21.10 , $9.81 ,54%, $11.48 ,46%, $11.56 ,US,1 Year
Signamax,FPC-SC09,"SC Connector, 9-µm SM for", $26.60 , $12.37 ,54%, $14.47 ,46%, $14.58 ,US,1 Year
Signamax,FPC-SC51,"SC Connector, 50-µm LO MM for", $22.30 , $10.37 ,54%, $12.13 ,46%, $12.22 ,US,1 Year
Signamax,FPC-SCAA,"SC Connector, SM APC Angle Cut", $36.90 , $17.16 ,54%, $20.07 ,46%, $20.22 ,US,1 Year
Signamax,FPC-SCAU,"SC Connector, SM APC Flat Cut", $30.80 , $14.32 ,54%, $16.75 ,46%, $16.88 ,US,1 Year
Signamax,FPC-ST05,"ST Connector, 50-µm MM for", $22.00 , $10.23 ,54%, $11.96 ,46%, $12.06 ,US,1 Year
Signamax,FPC-ST06,"ST Connector, 62.5-µm MM for", $22.00 , $10.23 ,54%, $11.96 ,46%, $12.06 ,US,1 Year
Signamax,FPC-ST09,"ST Connector, 9-µm SM for", $27.30 , $12.69 ,54%, $14.85 ,46%, $14.96 ,US,1 Year
Signamax,FPC-ST51,"ST Connector, 50-µm LO MM for", $23.40 , $10.88 ,54%, $12.73 ,46%, $12.82 ,US,1 Year
Signamax,HWB-175,Hinged Wall Mount Bracket, $21.20 , $9.86 ,54%, $11.53 ,46%, $11.62 ,US,1 Year
Signamax,HWB-350,Hinged Wall Mount Bracket, $39.00 , $18.14 ,54%, $21.21 ,46%, $21.37 ,US,1 Year
Signamax,HWB-525,Hinged Wall Mount Bracket, $51.00 , $23.72 ,54%, $27.74 ,46%, $27.95 ,US,1 Year
Signamax,HWB-700,Hinged Wall Mount Bracket, $55.00 , $25.58 ,54%, $29.91 ,46%, $30.14 ,US,1 Year
Signamax,KI-DIN-RMM,Keystone Industrial DIN-Rail, $4.00 , $1.86 ,54%, $2.18 ,46%, $2.19 ,US,1 Year
Signamax,KI-DIN-RMM-SL,Keystone Industrial DIN-Rail, $4.30 , $2.00 ,54%, $2.34 ,46%, $2.36 ,US,1 Year
Signamax,KJ126-C3U-BK,Category 3 Keystone Jack, $2.60 , $1.21 ,54%, $1.42 ,46%, $1.43 ,US,1 Year
Signamax,KJ126EC25-C3U,VG EC-Series Keystone Jack, $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126EC25-C3U-WH,VG EC-Series Keystone Jack, $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-BK,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-BU,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-GN,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-OR,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-RD,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-WH,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT25-C3U-YE,"VG MT-Series Keystone Jacks,", $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,KJ126MT-C3U,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-BK,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-BU,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-DI,Voice-Grade MT-Series HD, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-GN,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-GY,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-OR,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-RD,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-WH,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ126MT-C3U-YE,RJ-12 Voice Grade MT Series, $2.80 , $1.30 ,54%, $1.52 ,46%, $1.53 ,US,1 Year
Signamax,KJ458EC25-C5E,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-BK,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-BU,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-GN,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-OR,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-RD,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-WH,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C5E-YE,Cat 5e EC-Series Unscreened, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458EC25-C6,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-BK,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-BU,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-GN,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-OR,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-RD,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-WH,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458EC25-C6-YE,Cat 6 EC-Series Unscreened, $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,KJ458IG-C5E,Cat 5E UTP Industrial IP67, $8.60 , $4.00 ,54%, $4.68 ,46%, $4.71 ,US,1 Year
Signamax,KJ458IG-C6C,Cat 6 UTP Industrial IP67, $9.70 , $4.51 ,54%, $5.28 ,46%, $5.32 ,US,1 Year
Signamax,KJ458MT25-C5E,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-BK,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-BU,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-GN,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-OR,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-RD,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
Signamax,KJ458MT25-C5E-WH,CAT5E MT-Series Keystone Jacks, $85.00 , $39.53 ,54%, $46.23 ,46%, $46.58 ,US,1 Year
